id_pagamento,id_fatura,data_pagamento,valor_pago,metodo_pagamento
1376,4870,2024-05-16,8402.78,Transferência
1377,1914,2024-08-03,2104.16,Boleto
1378,5952,2024-06-08,1872.73,Boleto
1379,675,2023-08-20,9611.29,Boleto
1380,6262,2023-08-16,6041.73,Transferência
1381,6168,2023-05-25,3213.03,Boleto
1382,2077,2024-10-27,6614.98,Cartão de Crédito
1383,2972,2024-04-03,9332.83,Transferência
1384,76,2025-01-25,2448.28,Boleto
1385,4216,2024-05-20,3242.56,Cartão de Crédito
1386,1906,2024-02-01,7233.68,Transferência
1387,6726,2023-05-05,6520.96,Transferência
1388,1090,2023-09-22,6877.72,Transferência
1389,3235,2024-10-25,2708.75,Transferência
1390,247,2024-12-03,7175.99,Transferência
1391,3785,2023-05-05,1374.26,Boleto
1392,660,2023-04-24,4413.75,Cartão de Crédito
1393,1926,2023-03-24,7271.14,Transferência
1394,1748,2025-01-01,360.74,Boleto
1395,1332,2025-02-20,4455.98,PIX
1396,3574,2024-03-11,4822.41,Transferência
1397,1248,2024-08-01,8281.16,PIX
1398,3461,2023-12-04,5288.34,PIX
1399,2388,2024-08-22,738.34,Boleto
1400,5389,2024-09-21,6507.0,PIX
1401,3945,2024-10-23,6756.94,Transferência
1402,570,2023-08-16,2885.79,Boleto
1403,1037,2024-04-04,9584.51,Boleto
1404,2723,2024-04-14,7510.42,Transferência
1405,5067,2025-01-04,8676.96,Transferência
1406,4457,2024-12-07,4164.01,Boleto
1407,6751,2024-01-03,2013.03,Transferência
1408,6836,2025-01-24,2130.2,Transferência
1409,6833,2024-06-23,1908.53,PIX
1410,3451,2025-01-08,4712.25,PIX
1411,4101,2025-02-19,2203.03,Transferência
1412,2523,2024-04-14,6287.67,Cartão de Crédito
1413,5211,2024-06-01,5789.4,Boleto
1414,2843,2024-03-02,1606.92,Cartão de Crédito
1415,4719,2024-12-13,3947.63,Cartão de Crédito
1416,5674,2024-03-15,7221.79,Cartão de Crédito
1417,2534,2024-05-03,920.15,Boleto
1418,4610,2023-11-05,5008.63,PIX
1419,2754,2023-03-04,9693.2,Boleto
1420,5448,2023-05-23,4547.77,Cartão de Crédito
1421,2761,2023-09-25,9171.16,PIX
1422,335,2023-04-02,5547.9,Transferência
1423,5332,2023-05-28,6756.88,Boleto
1424,179,2024-11-30,970.71,PIX
1425,2477,2024-04-10,6090.25,Boleto
1426,2,2023-08-10,6986.27,PIX
1427,4046,2023-10-30,6524.59,Boleto
1428,2106,2024-12-25,9469.74,Boleto
1429,6597,2024-02-09,7614.82,Cartão de Crédito
1430,3234,2024-07-16,4532.93,Cartão de Crédito
1431,2698,2024-06-26,1453.3,Boleto
1432,5988,2024-11-30,2020.86,Boleto
1433,4681,2024-11-28,5216.99,PIX
1434,3900,2024-08-04,7789.48,PIX
1435,2781,2024-04-17,6498.78,Boleto
1436,2516,2024-03-07,6080.77,PIX
1437,2961,2023-09-30,1612.26,Boleto
1438,3024,2024-05-17,8386.61,PIX
1439,5182,2024-02-21,9379.62,Cartão de Crédito
1440,338,2024-05-03,491.83,Transferência
1441,2999,2023-08-07,355.92,Transferência
1442,3028,2023-03-08,2169.57,Boleto
1443,844,2024-09-06,130.57,Transferência
1444,4291,2023-07-25,9155.86,Transferência
1445,6226,2023-09-13,7264.52,PIX
1446,6927,2025-02-11,5520.37,PIX
1447,3221,2023-08-20,1291.25,Cartão de Crédito
1448,4718,2024-03-09,2062.38,Cartão de Crédito
1449,2478,2023-12-30,9309.87,Transferência
1450,1850,2023-10-25,6051.38,Boleto
1451,1325,2024-09-26,8031.5,Cartão de Crédito
1452,5445,2024-09-30,4460.52,Transferência
1453,1732,2023-05-03,7962.21,PIX
1454,2592,2024-11-16,1458.81,PIX
1455,4364,2024-10-09,6963.39,Transferência
1456,2385,2023-03-30,6189.01,PIX
1457,2050,2024-12-18,4216.04,PIX
1458,4950,2024-12-08,2466.32,Cartão de Crédito
1459,1606,2023-06-19,5930.8,Transferência
1460,6460,2023-12-25,2441.38,Boleto
1461,2454,2024-04-22,4925.57,Cartão de Crédito
1462,454,2023-06-21,1419.26,PIX
1463,681,2023-07-15,9555.42,Transferência
1464,4365,2024-11-16,7333.6,PIX
1465,5034,2024-12-22,9267.29,Cartão de Crédito
1466,398,2023-11-02,5421.57,Transferência
1467,5464,2024-09-30,2477.42,Cartão de Crédito
1468,652,2023-11-16,9767.0,PIX
1469,3601,2024-01-27,7076.14,Boleto
1470,4982,2023-06-07,4959.85,Cartão de Crédito
1471,3114,2025-02-03,8767.2,PIX
1472,4546,2024-01-21,8580.43,Boleto
1473,2206,2024-06-28,5042.47,Boleto
1474,1086,2025-01-27,2097.92,Transferência
1475,6050,2024-01-24,1005.28,PIX
1476,3534,2024-08-04,2156.93,Boleto
1477,1482,2024-01-11,2234.7,Cartão de Crédito
1478,6713,2023-11-18,1149.07,PIX
1479,623,2024-11-05,7625.84,PIX
1480,2521,2024-07-18,9031.35,Transferência
1481,5259,2023-07-28,9994.16,Cartão de Crédito
1482,3629,2023-11-18,1369.55,Boleto
1483,1448,2024-07-28,2804.28,PIX
1484,1152,2023-10-20,5011.67,Transferência
1485,6359,2024-01-07,3819.6,Cartão de Crédito
1486,2667,2025-02-13,2240.78,Cartão de Crédito
1487,5535,2024-09-16,1717.24,Cartão de Crédito
1488,3095,2024-11-18,5843.12,Transferência
1489,4443,2024-05-24,5177.69,Boleto
1490,3638,2025-01-06,4183.37,Transferência
1491,2318,2024-01-18,1542.57,PIX
1492,4314,2023-09-17,6002.33,PIX
1493,772,2024-11-21,6642.43,Cartão de Crédito
1494,5263,2025-01-11,124.02,Cartão de Crédito
1495,6971,2023-09-25,6957.51,Cartão de Crédito
1496,4522,2024-04-23,5130.05,Cartão de Crédito
1497,1743,2023-07-06,8072.47,Cartão de Crédito
1498,5655,2024-10-02,2049.73,Boleto
1499,2274,2023-05-09,5764.5,Transferência
1500,4468,2024-04-09,6550.01,Cartão de Crédito
1501,1694,2024-10-25,2613.79,PIX
1502,985,2024-11-30,2008.28,PIX
1503,3724,2024-02-25,230.4,Boleto
1504,5778,2024-06-21,3720.13,Boleto
1505,4888,2025-01-19,3910.88,Boleto
1506,3429,2024-02-21,7574.34,PIX
1507,2896,2023-02-26,6260.11,Cartão de Crédito
1508,5206,2024-06-24,8137.6,Boleto
1509,6118,2024-04-05,4118.91,Transferência
1510,2705,2024-11-25,7398.83,Boleto
1511,3983,2024-01-27,6666.47,PIX
1512,4058,2023-04-10,4490.22,Boleto
1513,5134,2024-03-28,4420.01,Boleto
1514,2736,2024-07-30,1069.29,PIX
1515,2120,2024-02-05,3577.26,PIX
1516,2826,2024-11-20,5880.37,Boleto
1517,1743,2024-01-19,9524.61,Transferência
1518,5828,2024-02-22,1162.46,PIX
1519,2819,2023-08-29,3930.79,Cartão de Crédito
1520,3048,2023-11-18,933.66,Cartão de Crédito
1521,3072,2023-11-21,2753.27,Transferência
1522,2771,2024-02-16,7072.63,Transferência
1523,5284,2023-05-31,9564.32,Cartão de Crédito
1524,6683,2023-07-07,485.38,Transferência
1525,4239,2024-03-24,3133.11,Transferência
1526,636,2023-11-29,6791.85,Boleto
1527,4319,2024-12-21,493.6,Cartão de Crédito
1528,3255,2025-01-17,1960.77,Cartão de Crédito
1529,4588,2024-06-11,3149.7,PIX
1530,1565,2024-12-31,2277.04,PIX
1531,781,2024-03-25,5217.82,PIX
1532,3588,2023-11-06,3900.96,Cartão de Crédito
1533,2576,2023-09-12,524.83,Transferência
1534,5417,2024-11-09,4344.61,PIX
1535,3972,2024-04-25,8218.81,Transferência
1536,318,2024-02-19,56.65,PIX
1537,6126,2023-08-29,8585.04,Boleto
1538,3722,2023-04-18,7276.9,Boleto
1539,1685,2024-10-27,6631.15,Transferência
1540,2058,2024-12-26,1983.35,Boleto
1541,724,2023-09-11,4355.78,Boleto
1542,366,2023-10-18,295.91,PIX
1543,2568,2024-12-06,5357.32,Cartão de Crédito
1544,6609,2023-09-18,6256.19,PIX
1545,2534,2024-06-09,8071.45,PIX
1546,1521,2024-06-08,4748.31,PIX
1547,831,2025-02-18,5947.12,PIX
1548,667,2024-04-29,9522.96,Transferência
1549,4374,2024-09-12,9102.06,Cartão de Crédito
1550,5701,2023-03-19,6672.81,PIX
1551,2439,2024-09-19,8525.37,Boleto
1552,5523,2025-01-12,6515.29,Boleto
1553,4900,2023-05-20,2446.26,Transferência
1554,4008,2024-11-16,2712.54,PIX
1555,4797,2023-10-17,8343.13,Cartão de Crédito
1556,2021,2023-04-20,8536.5,PIX
1557,77,2023-08-25,3241.71,PIX
1558,5878,2025-01-13,5742.38,Boleto
1559,4171,2024-03-24,3947.74,Transferência
1560,4493,2023-08-15,9971.0,Boleto
1561,5469,2023-08-02,4365.29,PIX
1562,2341,2024-01-14,573.36,PIX
1563,5447,2024-12-07,8191.55,Boleto
1564,1550,2023-03-15,5083.9,Cartão de Crédito
1565,5174,2023-08-27,1006.23,Transferência
1566,1319,2023-10-09,831.35,PIX
1567,1532,2024-11-10,6158.64,Transferência
1568,3561,2024-05-08,6213.04,Cartão de Crédito
1569,338,2023-05-12,9819.21,PIX
1570,541,2024-02-03,3391.71,PIX
1571,880,2023-10-26,2593.46,PIX
1572,4214,2024-09-13,8174.51,Transferência
1573,3167,2023-04-01,6412.8,Transferência
1574,62,2024-11-12,6067.98,Boleto
1575,3267,2024-11-26,7914.22,PIX
1576,2483,2024-08-22,6112.13,Transferência
1577,5060,2023-05-09,7928.04,Transferência
1578,1176,2024-11-23,7256.58,Transferência
1579,6348,2024-09-13,6877.64,Boleto
1580,1749,2023-06-20,7728.11,Transferência
1581,2917,2024-07-07,7806.69,Cartão de Crédito
1582,2945,2023-08-10,4935.07,Cartão de Crédito
1583,4492,2024-01-25,6962.43,Boleto
1584,4918,2023-03-26,1047.73,Transferência
1585,6654,2023-04-13,2153.0,Boleto
1586,80,2023-04-02,4095.46,Cartão de Crédito
1587,6200,2024-01-12,5311.78,Cartão de Crédito
1588,50,2023-12-09,1976.14,Cartão de Crédito
1589,470,2024-12-23,2722.18,PIX
1590,3386,2024-10-04,4395.75,PIX
1591,291,2024-11-03,6413.76,PIX
1592,1651,2024-02-04,6838.24,Cartão de Crédito
1593,4394,2024-03-19,8594.53,PIX
1594,274,2024-11-12,1165.38,Cartão de Crédito
1595,75,2025-01-14,5881.46,Transferência
1596,3035,2025-02-10,9674.26,PIX
1597,6227,2023-06-15,4069.35,Transferência
1598,6606,2023-11-22,2841.93,Transferência
1599,4871,2023-04-14,4698.31,Boleto
1600,3554,2024-07-20,6138.23,Boleto
1601,5150,2024-08-25,5933.98,Transferência
1602,729,2023-08-12,1769.74,PIX
1603,4195,2024-08-14,3130.59,Boleto
1604,6433,2024-02-18,9064.84,Cartão de Crédito
1605,971,2023-03-10,6121.38,PIX
1606,1476,2024-08-17,1249.66,PIX
1607,6155,2024-06-25,9975.1,Cartão de Crédito
1608,4275,2023-05-21,4769.63,Transferência
1609,447,2024-06-11,5565.09,Boleto
1610,5547,2023-09-10,4319.62,PIX
1611,5806,2024-01-21,6070.18,Cartão de Crédito
1612,6168,2023-02-28,8115.03,Transferência
1613,147,2024-05-14,1642.85,Boleto
1614,6921,2023-11-13,6561.96,Boleto
1615,5611,2024-06-05,4616.05,Cartão de Crédito
1616,4919,2025-02-04,1082.9,Cartão de Crédito
1617,4388,2023-03-02,2609.61,Cartão de Crédito
1618,6021,2023-03-25,3486.31,Cartão de Crédito
1619,2645,2023-07-04,7025.16,PIX
1620,2332,2023-03-11,8777.73,Cartão de Crédito
1621,1488,2024-10-18,1051.53,Boleto
1622,679,2023-09-17,3525.62,Boleto
1623,4653,2024-10-10,5556.06,PIX
1624,2816,2024-02-12,7312.4,Boleto
1625,194,2025-02-23,8650.92,PIX
1626,5258,2024-03-15,3387.6,PIX
1627,114,2023-07-15,8713.05,Boleto
1628,2226,2024-01-15,5132.63,Cartão de Crédito
1629,1524,2024-08-13,9058.64,PIX
1630,742,2024-07-23,1592.51,PIX
1631,3178,2023-05-07,3627.37,Cartão de Crédito
1632,6002,2023-10-06,3295.26,PIX
1633,2882,2023-08-26,1698.06,Transferência
1634,5180,2024-12-24,9466.14,Cartão de Crédito
1635,3402,2024-04-11,195.53,PIX
1636,4849,2023-06-04,4470.91,Cartão de Crédito
1637,2665,2024-02-29,2442.49,Boleto
1638,2693,2024-11-18,9174.02,PIX
1639,2957,2024-01-26,4321.25,Transferência
1640,854,2023-04-02,6885.3,Cartão de Crédito
1641,1655,2023-11-07,7558.59,Transferência
1642,6794,2023-09-21,5112.55,Boleto
1643,4225,2023-03-03,9134.0,Transferência
1644,934,2023-05-06,3346.92,Boleto
1645,3498,2024-02-05,3660.18,Boleto
1646,1045,2023-03-15,285.07,Transferência
1647,58,2024-12-14,7397.79,Cartão de Crédito
1648,524,2024-11-22,6812.57,Boleto
1649,1131,2024-05-29,3312.71,Boleto
1650,5715,2023-12-30,2618.29,PIX
1651,5111,2024-01-17,5803.41,Cartão de Crédito
1652,5921,2023-03-13,8431.85,PIX
1653,537,2023-04-06,789.9,Transferência
1654,1752,2024-08-05,2295.0,Boleto
1655,5123,2023-03-02,5188.99,Boleto
1656,1283,2023-07-25,8556.71,Transferência
1657,4618,2023-04-25,9285.45,Cartão de Crédito
1658,2361,2024-06-29,6596.79,Cartão de Crédito
1659,2956,2024-08-03,8035.6,Cartão de Crédito
1660,4610,2023-03-11,8172.89,PIX
1661,573,2024-10-06,3957.73,Boleto
1662,10,2023-03-11,5817.41,Transferência
1663,4114,2023-09-05,5498.1,Transferência
1664,5680,2024-03-26,5539.19,Cartão de Crédito
1665,2104,2023-12-03,7779.09,PIX
1666,459,2023-12-18,1367.23,Boleto
1667,2606,2024-04-11,5258.25,Cartão de Crédito
1668,6778,2024-03-13,8831.95,Transferência
1669,3879,2023-03-19,4741.74,Boleto
1670,1147,2024-09-21,748.83,Boleto
1671,1786,2024-07-16,9576.24,PIX
1672,3490,2024-06-23,4269.38,Transferência
1673,5559,2023-09-01,4567.04,Cartão de Crédito
1674,5622,2023-07-13,7622.97,Cartão de Crédito
1675,159,2023-07-12,6891.09,PIX
1676,4753,2023-03-04,7965.08,Transferência
1677,3910,2023-10-12,4318.57,Cartão de Crédito
1678,6712,2025-01-17,7224.94,Cartão de Crédito
1679,4187,2023-05-02,1364.44,Transferência
1680,3675,2024-07-12,3304.25,Cartão de Crédito
1681,1295,2023-06-08,8088.76,PIX
1682,5286,2024-07-15,6316.71,Boleto
1683,1714,2024-12-21,376.55,Cartão de Crédito
1684,5053,2025-02-16,9394.58,PIX
1685,6687,2023-05-31,9733.99,Cartão de Crédito
1686,3457,2024-03-13,893.08,Cartão de Crédito
1687,4713,2023-10-21,3034.11,Boleto
1688,5333,2023-11-15,3141.21,Boleto
1689,6757,2023-05-31,8489.43,Transferência
1690,2971,2024-11-26,8149.18,Transferência
1691,1330,2024-03-05,9980.82,Cartão de Crédito
1692,1723,2024-11-30,6331.52,Boleto
1693,5542,2023-08-09,4730.45,PIX
1694,3234,2024-10-04,8423.49,Cartão de Crédito
1695,3258,2023-03-12,848.2,PIX
1696,2612,2024-02-02,4920.46,Transferência
1697,1648,2023-04-10,1801.83,Cartão de Crédito
1698,5339,2023-07-16,8221.71,Boleto
1699,4680,2023-07-26,4709.56,Boleto
1700,884,2025-02-21,346.69,Boleto
1701,1867,2024-04-19,190.01,Boleto
1702,106,2023-08-18,505.73,Cartão de Crédito
1703,3221,2024-02-27,6882.31,PIX
1704,6123,2024-06-06,3595.56,Cartão de Crédito
1705,6330,2024-06-22,9098.41,Transferência
1706,4985,2024-03-21,6989.67,PIX
1707,4027,2023-05-20,340.37,Cartão de Crédito
1708,2521,2024-08-20,3854.97,PIX
1709,881,2024-08-18,6876.96,Boleto
1710,3032,2023-08-03,7149.83,Transferência
1711,5270,2024-11-09,9067.14,Boleto
1712,2486,2023-11-05,9905.96,PIX
1713,4917,2023-10-17,3548.96,Transferência
1714,5837,2024-03-01,5522.97,Transferência
1715,6744,2023-09-24,6511.63,Cartão de Crédito
1716,1398,2024-07-19,4450.21,Transferência
1717,5353,2024-05-16,970.82,Boleto
1718,5836,2024-04-17,7208.46,Cartão de Crédito
1719,6118,2023-12-29,955.02,Cartão de Crédito
1720,3980,2024-02-16,9229.91,Cartão de Crédito
1721,1766,2024-07-24,6232.51,Cartão de Crédito
1722,871,2024-10-29,6321.66,Cartão de Crédito
1723,6044,2023-04-21,8049.47,Transferência
1724,3305,2023-04-13,4740.52,Transferência
1725,5606,2024-05-10,1890.28,Cartão de Crédito
1726,3484,2024-09-10,4681.84,Boleto
1727,5039,2024-05-21,5335.73,Transferência
1728,834,2025-02-09,9804.44,Cartão de Crédito
1729,4707,2023-03-27,628.22,Transferência
1730,1033,2024-04-06,7125.0,Cartão de Crédito
1731,746,2024-03-23,8288.41,Cartão de Crédito
1732,6461,2024-04-02,1315.57,Cartão de Crédito
1733,1227,2024-10-14,5059.1,Boleto
1734,676,2023-10-25,368.82,PIX
1735,1015,2024-05-03,9851.98,Boleto
1736,1790,2023-12-28,3954.16,Boleto
1737,352,2024-11-22,6193.73,PIX
1738,1466,2023-03-01,5687.14,PIX
1739,563,2024-01-19,5933.84,Boleto
1740,2335,2023-06-24,9005.89,Boleto
1741,3251,2023-07-25,6476.09,Boleto
1742,2169,2024-02-13,6679.85,Cartão de Crédito
1743,1047,2023-11-26,2872.39,Cartão de Crédito
1744,3517,2023-03-15,2134.75,PIX
1745,1509,2023-11-29,9844.41,Cartão de Crédito
1746,1229,2023-06-01,6574.45,Boleto
1747,5089,2025-01-20,4895.9,Transferência
1748,2612,2024-08-23,8648.72,Cartão de Crédito
1749,2446,2024-09-05,9326.84,Cartão de Crédito
1750,4700,2024-12-19,2287.66,Cartão de Crédito
1751,3943,2025-02-09,8167.05,Boleto
1752,1214,2024-07-26,1655.27,Boleto
1753,3984,2023-03-22,4950.87,Cartão de Crédito
1754,5265,2023-03-20,9005.72,Cartão de Crédito
1755,1847,2023-06-04,7007.31,Transferência
1756,458,2024-07-25,7187.85,Cartão de Crédito
1757,1924,2023-06-06,2795.34,Boleto
1758,752,2023-12-21,250.53,Cartão de Crédito
1759,3548,2023-09-13,4325.2,Cartão de Crédito
1760,5870,2024-09-26,2054.88,Transferência
1761,3742,2024-05-31,5529.44,Cartão de Crédito
1762,2120,2024-06-30,7906.6,PIX
1763,814,2024-06-27,6725.36,Cartão de Crédito
1764,2105,2024-11-17,4305.21,Cartão de Crédito
1765,3271,2023-03-11,1487.96,Transferência
1766,884,2024-11-29,1083.13,Transferência
1767,4007,2024-12-22,618.0,Boleto
1768,4409,2023-10-11,8706.71,Cartão de Crédito
1769,3778,2023-07-13,8183.91,Boleto
1770,5940,2024-09-26,7292.65,Boleto
1771,2324,2023-05-14,2678.52,Cartão de Crédito
1772,1619,2023-03-10,8841.2,Cartão de Crédito
1773,6318,2024-03-11,2904.74,PIX
1774,6810,2023-08-02,5367.72,Boleto
1775,5860,2024-10-07,8111.9,PIX
1776,5408,2023-04-29,876.36,Cartão de Crédito
1777,763,2024-04-28,6806.17,Boleto
1778,5606,2023-03-14,4043.03,Cartão de Crédito
1779,3625,2024-07-12,5541.48,Boleto
1780,4892,2023-09-13,8782.86,Cartão de Crédito
1781,6366,2024-01-30,5417.74,PIX
1782,5514,2024-05-05,7300.49,Boleto
1783,3569,2024-10-06,5221.53,Boleto
1784,3830,2024-01-18,5488.65,PIX
1785,5121,2024-07-02,3633.97,Boleto
1786,5603,2023-04-06,478.61,PIX
1787,5465,2024-07-16,9004.6,Boleto
1788,851,2024-07-09,612.22,Cartão de Crédito
1789,6677,2024-04-24,4624.14,Cartão de Crédito
1790,6325,2024-12-28,6877.45,Transferência
1791,4616,2023-06-23,3786.48,PIX
1792,5281,2024-12-15,911.32,PIX
1793,1907,2024-05-29,8935.79,Cartão de Crédito
1794,1077,2024-03-23,7894.12,Cartão de Crédito
1795,6864,2023-05-31,7103.56,Boleto
1796,378,2023-08-02,7355.26,PIX
1797,5750,2023-05-08,4230.65,PIX
1798,2958,2024-09-14,6352.25,Transferência
1799,4686,2023-07-16,4937.16,PIX
1800,3608,2024-06-02,9374.41,PIX
1801,3871,2023-11-24,5604.88,Boleto
1802,1039,2025-02-06,3961.84,Cartão de Crédito
1803,1480,2025-02-24,9594.21,PIX
1804,429,2024-05-11,9357.31,PIX
1805,5865,2023-10-01,5121.21,PIX
1806,580,2024-05-09,6411.63,Transferência
1807,1070,2025-02-01,9973.9,Cartão de Crédito
1808,2391,2024-07-27,2250.09,Boleto
1809,2753,2023-08-12,8629.35,Boleto
1810,1828,2025-01-19,8379.65,Boleto
1811,3859,2024-02-08,9026.27,Cartão de Crédito
1812,4579,2024-08-26,6511.24,Boleto
1813,677,2024-07-01,987.43,Cartão de Crédito
1814,6790,2025-01-23,1630.02,Cartão de Crédito
1815,1716,2023-10-23,9550.86,Cartão de Crédito
1816,2211,2023-10-08,9750.66,Boleto
1817,4442,2023-04-05,1731.76,PIX
1818,4554,2024-03-10,772.0,Cartão de Crédito
1819,1360,2023-10-06,6848.15,PIX
1820,54,2023-11-08,1361.02,PIX
1821,2891,2024-04-25,4282.32,Cartão de Crédito
1822,6095,2024-01-19,5686.44,PIX
1823,1424,2024-04-27,1026.38,PIX
1824,3558,2025-01-30,2999.92,PIX
1825,5018,2024-01-15,8420.42,Boleto
1826,3437,2024-01-26,7443.7,Transferência
1827,417,2023-05-17,75.44,Transferência
1828,4699,2023-12-02,5946.73,PIX
1829,6703,2023-11-16,6816.43,Boleto
1830,3312,2023-07-31,5352.68,Transferência
1831,2699,2023-04-19,8559.24,Transferência
1832,5049,2024-12-06,7881.4,Cartão de Crédito
1833,1867,2023-03-29,8852.19,PIX
1834,5482,2023-06-22,2339.04,Cartão de Crédito
1835,3810,2023-05-11,2166.9,Boleto
1836,1674,2024-06-05,6776.54,PIX
1837,1934,2023-09-05,9522.41,PIX
1838,6985,2025-01-11,3627.26,Transferência
1839,3841,2023-09-16,5375.12,Cartão de Crédito
1840,4597,2025-02-01,4239.89,Cartão de Crédito
1841,3443,2023-06-02,2556.04,Cartão de Crédito
1842,6886,2023-12-27,3231.67,Transferência
1843,2395,2024-11-19,5146.92,Boleto
1844,5698,2024-10-26,257.09,Transferência
1845,1698,2024-03-16,848.38,Boleto
1846,5581,2023-05-05,1656.04,PIX
1847,3998,2023-06-15,4420.69,Boleto
1848,6773,2024-02-19,866.28,Cartão de Crédito
1849,2254,2025-01-14,5884.29,Boleto
1850,5305,2025-02-21,3477.84,Boleto
1851,3536,2023-04-25,8721.53,Boleto
1852,820,2024-06-16,581.79,Transferência
1853,6325,2024-07-27,9289.05,PIX
1854,1603,2023-07-09,1193.69,PIX
1855,6209,2024-11-07,3084.01,Cartão de Crédito
1856,2198,2024-05-02,7181.53,Boleto
1857,548,2024-09-19,5606.1,Cartão de Crédito
1858,5973,2023-06-02,765.57,Transferência
1859,5227,2024-02-24,4700.88,Cartão de Crédito
1860,6950,2024-03-19,654.51,Cartão de Crédito
1861,2670,2024-10-10,6936.21,Cartão de Crédito
1862,3009,2023-03-03,5022.94,Boleto
1863,1675,2024-12-04,239.34,Cartão de Crédito
1864,6597,2024-11-09,2628.91,Boleto
1865,2897,2024-06-11,7944.98,Boleto
1866,3182,2024-10-06,4262.25,PIX
1867,5018,2024-06-04,2564.88,Transferência
1868,6071,2023-07-19,3842.69,PIX
1869,4791,2024-06-21,8202.84,Cartão de Crédito
1870,6874,2024-11-07,4305.08,Boleto
1871,6108,2023-06-14,9698.75,Boleto
1872,6730,2024-02-17,2139.64,Cartão de Crédito
1873,6716,2024-06-10,6508.66,Cartão de Crédito
1874,6789,2023-11-16,4969.22,Boleto
1875,6750,2025-01-30,1362.23,Transferência
1876,6324,2024-10-28,3551.65,PIX
1877,599,2024-07-12,4125.39,Transferência
1878,6096,2024-10-10,278.86,Cartão de Crédito
1879,5676,2024-02-26,5089.08,Boleto
1880,6338,2024-11-21,7831.74,PIX
1881,6436,2023-11-23,4389.53,Boleto
1882,4995,2023-10-07,2923.89,Transferência
1883,1169,2023-09-06,4052.75,Boleto
1884,5431,2023-08-04,1936.27,Cartão de Crédito
1885,260,2024-08-02,2716.24,PIX
1886,4538,2024-06-16,1352.29,Cartão de Crédito
1887,1122,2023-12-31,2424.17,Transferência
1888,2718,2024-09-11,7329.31,Cartão de Crédito
1889,4160,2024-05-05,7797.52,PIX
1890,873,2024-08-29,6537.9,Boleto
1891,505,2024-12-25,3240.88,Transferência
1892,7,2024-08-23,7113.37,Transferência
1893,3397,2024-06-24,7600.23,Cartão de Crédito
1894,5705,2023-08-06,273.94,Cartão de Crédito
1895,3892,2023-05-14,2079.96,PIX
1896,4836,2023-03-15,8538.51,PIX
1897,3673,2024-10-24,1266.37,Cartão de Crédito
1898,3563,2025-01-21,8040.27,Cartão de Crédito
1899,5030,2023-06-04,547.43,Boleto
1900,3686,2024-05-27,4305.81,Cartão de Crédito
1901,5767,2025-02-11,3690.53,PIX
1902,4860,2025-02-20,9112.2,Cartão de Crédito
1903,1822,2024-10-28,5311.02,PIX
1904,349,2024-11-15,1760.9,Boleto
1905,3073,2025-02-04,1272.24,Boleto
1906,4257,2023-04-15,8700.67,Transferência
1907,3155,2024-09-03,1154.7,PIX
1908,2227,2024-04-17,3954.01,PIX
1909,6208,2023-05-08,5608.89,Cartão de Crédito
1910,1672,2024-01-13,9859.6,Transferência
1911,2515,2025-02-15,6970.37,Transferência
1912,2915,2023-06-18,6206.39,Cartão de Crédito
1913,5785,2023-04-07,7982.86,Cartão de Crédito
1914,239,2023-11-20,8335.82,Cartão de Crédito
1915,3715,2023-05-08,8528.13,PIX
1916,2337,2023-11-30,1087.18,Cartão de Crédito
1917,3019,2023-08-27,656.22,Transferência
1918,3246,2024-02-15,6252.76,Cartão de Crédito
1919,751,2023-03-04,4618.27,PIX
1920,4739,2023-09-07,4947.38,Cartão de Crédito
1921,4285,2024-06-05,8332.92,PIX
1922,5474,2023-12-23,5659.35,PIX
1923,1458,2024-08-29,7574.2,PIX
1924,4037,2023-03-28,5863.05,Cartão de Crédito
1925,6836,2024-04-27,1457.35,PIX
1926,5935,2025-01-15,9677.55,Boleto
1927,4213,2024-03-13,4433.91,PIX
1928,1055,2024-06-09,4023.03,Transferência
1929,6471,2023-08-21,746.94,Transferência
1930,2871,2024-02-25,8582.25,Boleto
1931,5229,2024-09-10,1955.72,PIX
1932,1177,2023-11-17,580.97,Boleto
1933,3837,2024-04-08,7321.81,Boleto
1934,2550,2024-12-26,3078.64,Boleto
1935,1892,2023-05-26,2516.17,Transferência
1936,122,2024-05-02,9322.66,Boleto
1937,540,2023-04-27,8146.87,Boleto
1938,2142,2023-08-08,2662.38,Boleto
1939,736,2025-01-17,7989.05,PIX
1940,2674,2023-06-08,8051.12,Cartão de Crédito
1941,6234,2024-06-19,6451.36,Cartão de Crédito
1942,1390,2024-11-27,2861.38,Cartão de Crédito
1943,942,2023-06-10,5964.89,PIX
1944,4223,2023-05-17,8162.63,PIX
1945,4587,2023-11-16,6905.23,Boleto
1946,1607,2023-11-06,2676.61,PIX
1947,2279,2024-10-22,1583.7,Transferência
1948,1450,2024-11-22,2083.37,Cartão de Crédito
1949,1384,2024-01-16,5174.31,Cartão de Crédito
1950,1255,2023-05-02,6537.52,Boleto
1951,1346,2024-12-31,98.49,Cartão de Crédito
1952,4368,2024-02-26,4105.65,Transferência
1953,6589,2023-06-26,3145.84,PIX
1954,859,2024-09-03,5049.79,Boleto
1955,2507,2023-04-08,7520.06,Boleto
1956,1206,2023-10-05,5663.92,Transferência
1957,3013,2023-04-07,7120.91,Cartão de Crédito
1958,4415,2024-03-04,6513.95,Transferência
