id_despesa,categoria,descricao,valor,data_despesa
817,Infraestrutura,Model play truth PM coach beat.,39457.6,2025-02-16
818,TI,Bit look culture.,23596.58,2024-06-24
819,TI,Effort town up model.,37523.74,2024-10-26
820,Operacional,Without wait natural item pressure.,22670.61,2024-11-16
821,Operacional,Say responsibility whom federal impact interesting.,18811.1,2023-12-08
822,Infraestrutura,Score history dream traditional administration perhaps create.,28910.67,2024-03-25
823,TI,Prevent me yourself major ever behavior how.,21219.06,2023-06-28
824,Marketing,Outside sister thousand.,39476.59,2024-11-27
825,Infraestrutura,Concern lawyer peace sport foreign.,33884.62,2024-07-26
826,TI,Business environment fish instead senior.,46651.45,2023-06-02
827,Marketing,Manager rise institution member high truth though free.,41964.05,2023-11-10
828,Infraestrutura,Eight table wife institution heavy.,25813.98,2023-05-08
829,Salários,Exist agreement Mrs agent behavior little most.,26312.89,2024-08-04
830,Marketing,Allow design leg along between couple sound.,32685.36,2024-04-20
831,Salários,Pull sure great.,19528.01,2024-09-15
832,Marketing,His clear some energy serve plan successful move.,38694.44,2024-04-09
833,TI,Response generation several able the owner stop now.,26397.56,2023-04-01
834,Infraestrutura,Down theory head fast decision letter choose.,1699.59,2023-05-07
835,Marketing,Let fight staff life else man.,28975.58,2023-03-15
836,TI,Apply cold itself education source street assume.,45316.02,2024-04-01
837,Operacional,Fly growth brother where now eight.,49397.03,2023-07-16
838,Operacional,Degree sea fear read feeling where training.,10876.62,2024-12-04
839,Infraestrutura,Season bag very growth about draw.,44280.42,2023-07-13
840,Salários,Point price result key sell increase show.,12373.43,2024-10-23
841,Marketing,Environment worker bill process item message cold.,24242.43,2023-09-17
842,Operacional,Shake even less race but.,9143.48,2024-05-21
843,Marketing,Realize whether strategy performance.,33373.3,2023-06-01
844,Operacional,Congress protect once.,21267.2,2024-01-09
845,Salários,Edge thousand theory hold amount community them.,17237.44,2024-05-10
846,Operacional,Sure environment later avoid their.,25900.27,2024-01-28
847,TI,Road former affect force so.,47518.78,2024-07-04
848,Infraestrutura,Great expert animal our build mission he candidate.,9695.77,2025-01-25
849,Infraestrutura,Job could program its whether become.,39458.04,2024-02-28
850,Infraestrutura,Television site too heart challenge.,41537.59,2023-05-07
851,Marketing,Card exactly strong behind animal grow father.,48809.08,2024-08-03
852,Infraestrutura,Learn stop sing single they important.,41301.63,2023-09-12
853,Salários,Bank newspaper may budget.,34737.65,2024-08-30
854,Infraestrutura,Police according goal.,7356.24,2024-06-17
855,Infraestrutura,Effect for once main husband you.,17090.85,2023-03-25
856,Salários,Increase decide them nice address series east.,27532.65,2024-01-16
857,TI,Industry show assume poor herself information.,19501.99,2024-09-22
858,Salários,Power of at news.,37911.69,2024-11-15
859,Marketing,Line group learn popular value.,6512.89,2023-04-21
860,Operacional,Guy foreign same pull brother.,21181.57,2023-10-11
861,Operacional,Four contain reality capital attention majority rate stock.,26772.5,2023-06-27
862,Salários,Level walk site benefit usually doctor.,15226.94,2023-05-24
863,Marketing,Probably job order life.,14023.08,2024-05-15
864,Infraestrutura,Cultural character again particularly former treat many.,18076.26,2023-07-12
865,Operacional,Single yourself family lot particular son pick trip.,44626.69,2023-11-20
866,Salários,Traditional partner through positive.,43217.51,2025-02-25
867,Salários,Next director present none modern attack.,14216.9,2023-07-07
868,Infraestrutura,Down right consider again experience time fire.,14443.0,2023-08-26
869,TI,Mouth perform store either require nice politics.,49824.02,2025-02-07
870,Marketing,Down wonder including but current goal read.,8782.4,2024-10-02
871,Operacional,Lay better whether admit service try special.,2024.76,2025-02-07
872,Salários,Reason job street defense how become change.,42914.59,2024-04-04
873,Operacional,Exactly maintain walk go pull once write.,15393.45,2023-07-14
874,Marketing,Economic hour take whole.,48052.4,2024-01-01
875,Operacional,Unit mind piece assume chance.,1356.22,2024-05-06
876,Marketing,Yard Mr sit nearly.,36393.78,2024-01-01
877,Marketing,Sound speak high especially say discover.,15103.96,2025-02-17
878,Salários,Appear season type may agree.,12322.32,2024-06-17
879,Infraestrutura,Share race statement everything.,1545.03,2025-01-14
880,Marketing,Wife standard bar two health energy bar movement.,28793.85,2023-04-19
881,TI,Forget probably doctor skin show.,33024.26,2024-04-18
882,Salários,Defense special star detail.,14037.38,2023-06-12
883,Infraestrutura,Involve memory per will serve couple direction.,28400.7,2024-01-23
884,TI,Reduce paper whose find manage person join lose.,47570.78,2024-10-06
885,Infraestrutura,Air them color.,17530.83,2024-04-02
886,Marketing,Either although lot against my such society.,18794.71,2024-02-07
887,Marketing,Level the share great.,42251.01,2024-10-07
888,Infraestrutura,Medical company yeah however couple drive.,43208.46,2024-12-24
889,Operacional,Test bar onto able that peace resource.,29130.72,2023-11-25
890,Salários,Thus offer like southern.,3250.27,2024-01-08
891,Marketing,Data test particularly.,9019.09,2023-11-18
892,Infraestrutura,Hope stay rest serious letter its.,49655.8,2023-05-07
893,Operacional,Second easy seat today page job what.,40788.12,2024-03-06
894,Marketing,Seek evidence practice standard sport.,6600.35,2023-05-03
895,Operacional,Mrs since just deep whether drug expert.,28197.46,2023-06-24
896,Salários,Family high shake.,9435.05,2024-10-15
897,Salários,Age of believe group series customer.,36154.19,2024-05-11
898,Salários,Something money five candidate maybe them.,9049.58,2024-08-13
899,TI,Base up material discuss figure.,1123.33,2024-10-02
900,Infraestrutura,View add movie friend west decide.,6444.57,2024-06-28
901,Salários,Pass suffer local also low.,5788.09,2024-10-17
902,Salários,Four decide son guess star recognize nearly heavy.,39961.53,2023-06-21
903,TI,Office girl put.,15015.3,2023-05-30
904,Operacional,Include important sell father outside morning.,7822.48,2024-07-07
905,Operacional,Song work every off.,36149.19,2023-04-29
906,Operacional,Officer property doctor person also firm.,26492.88,2024-05-19
907,Salários,Item rule offer same.,47890.71,2024-10-03
908,Marketing,Material behavior strategy sense.,1793.35,2023-11-06
909,Operacional,According law security well fill.,41780.95,2024-01-26
910,Salários,Main before television next yes indeed.,49672.96,2025-02-05
911,Salários,Raise for nor situation at language eye.,35273.66,2024-10-03
912,Salários,Who front scientist number fear tax stand.,12337.44,2024-12-02
913,TI,Himself rock dog suddenly.,36291.39,2023-12-13
914,Operacional,Stage economy conference ability.,18030.14,2024-04-10
915,Marketing,Choose later need training Congress exist.,7229.32,2024-08-31
916,Salários,Add affect control responsibility effort general list.,39439.8,2023-07-08
917,Infraestrutura,Least listen already look sound.,22742.26,2025-01-10
918,Marketing,Teach also social responsibility project thank.,14222.93,2024-03-08
919,TI,According beautiful over measure.,21398.42,2023-08-06
920,Marketing,Live either candidate growth especially now.,20199.45,2024-02-03
921,TI,Speak page customer call future.,22723.63,2023-10-18
922,Salários,Attorney administration capital much.,5268.95,2024-08-25
923,Marketing,Month include reality.,44565.61,2024-01-30
924,Operacional,Group health full soon wrong site.,30029.44,2023-10-24
925,Salários,Hear guess vote finish word.,29741.03,2024-05-29
926,TI,Cut state meet through senior tonight hope.,14215.33,2023-09-17
927,Operacional,True mention religious fill.,1283.76,2024-01-02
928,Operacional,Sing either eat institution foreign old.,39164.91,2023-03-15
929,TI,Research heart far sport face concern thus.,39085.0,2024-04-07
930,Salários,Control collection cell least look political letter.,34353.57,2023-07-18
931,Marketing,Father blue thousand.,26699.08,2023-05-06
932,Infraestrutura,Represent make suggest free early season this sign.,12272.09,2024-09-02
933,Marketing,Might simply TV simply fine what.,8494.39,2024-11-22
934,Marketing,Meet store move senior gas central.,14275.4,2023-04-24
935,Marketing,Clearly despite bed down.,49031.34,2023-09-23
936,Marketing,Fight everyone without successful.,25768.18,2025-02-08
937,Operacional,School memory discover great never.,11227.81,2024-02-26
938,Salários,Vote space relate black.,10733.69,2024-05-20
939,Operacional,Group series structure reduce.,7334.75,2024-04-04
940,TI,Light beyond wife hundred while reason.,29985.52,2024-07-29
941,Infraestrutura,Senior money likely weight notice specific window away.,48895.93,2023-09-15
942,Infraestrutura,Challenge data reduce hotel feel fire.,14008.84,2023-06-18
943,Salários,Watch after family medical.,17029.52,2023-11-26
944,Infraestrutura,Similar second discuss according write wind federal.,31034.25,2024-04-19
945,Operacional,Cold commercial population process north hair.,10682.79,2024-10-11
946,TI,Book door drive.,34837.61,2024-07-04
947,Operacional,Foreign watch country view author light.,38535.18,2024-10-13
948,Infraestrutura,His huge make because fine research entire.,21929.24,2025-01-10
949,Operacional,Water good deal score than.,2040.71,2023-03-10
950,Salários,Mind power present animal PM.,5037.0,2024-07-26
951,TI,Large themselves big three something military free capital.,3623.13,2024-08-25
952,Operacional,Father fear word already realize.,47261.65,2024-07-20
953,Salários,Garden catch answer.,30617.25,2025-02-02
954,Operacional,Total soldier building paper far task possible.,4663.7,2025-02-14
955,TI,The star Mrs business.,14879.84,2024-09-27
956,TI,Amount program range crime prepare pay follow toward.,14318.27,2023-03-05
957,TI,Physical stand above debate yourself within community.,15194.98,2024-10-15
958,Marketing,Early century plant option approach with say.,7911.56,2024-03-07
959,Salários,They peace likely necessary.,10246.71,2023-03-23
960,Operacional,Boy experience former actually keep almost detail.,34414.27,2023-12-25
961,Marketing,Entire knowledge alone without music compare.,45737.5,2023-06-02
962,Infraestrutura,Score together than wide.,18998.72,2023-12-27
963,Salários,Central thank whom serious about to who.,35902.36,2023-09-22
964,Salários,Move hospital standard boy choose happy.,14361.77,2023-07-10
965,Marketing,North window shoulder respond way officer get.,13713.46,2023-06-04
966,Salários,Condition concern former quite without television another.,42792.76,2023-03-23
967,Marketing,Life American tell.,12526.95,2023-10-31
968,Salários,Understand which full ten animal computer summer itself.,31368.35,2023-06-07
969,Operacional,Model great student door today police your bar.,37725.3,2023-11-29
970,Operacional,Consumer newspaper knowledge sort business.,25964.33,2023-04-07
971,Marketing,Ground financial seven suddenly kitchen perform.,34736.26,2023-09-03
972,Infraestrutura,Improve seem economy.,4602.12,2023-12-20
973,Infraestrutura,Mission sign vote Mr material speech.,37287.43,2024-04-14
974,Infraestrutura,I police true determine security.,8627.64,2024-08-25
975,Operacional,Season fall too response page here.,38027.24,2025-02-16
976,Salários,Others determine miss remember evening attorney production.,37890.58,2023-05-14
977,Marketing,Though foreign oil election plan want actually.,28120.92,2024-06-24
978,TI,Send allow pass eye green poor.,19460.15,2024-03-13
979,Marketing,Rock president evening office field every stage.,33029.17,2023-10-24
980,Salários,Technology public father but.,11545.35,2023-09-10
981,Marketing,Industry nature eight push economy doctor general.,22050.82,2023-07-28
982,Operacional,Morning never believe lay tend condition college.,21933.81,2023-11-15
983,TI,Available ability bad investment.,21926.53,2023-11-12
984,Salários,Story fund month available process city.,33054.3,2023-10-08
985,Marketing,Alone oil study his deep cup or.,3606.14,2024-08-02
986,Marketing,Truth foot beyond.,9545.04,2023-10-28
987,Operacional,Various benefit trade we make art Democrat.,32700.81,2023-03-08
988,Infraestrutura,Rest mission over represent measure six.,6935.88,2025-01-24
989,Marketing,Toward space dog present tough certainly notice.,8113.99,2023-05-02
990,TI,Without analysis executive which.,43749.39,2025-01-01
991,Infraestrutura,Feeling our article blue.,31037.29,2023-05-11
992,TI,Step during fill first.,9687.01,2023-06-25
993,Marketing,Realize friend development.,12073.18,2024-12-05
994,Infraestrutura,Suddenly example enter single.,3204.11,2024-03-02
995,Marketing,Total generation thing good.,9053.65,2023-09-12
996,Operacional,Young act look offer important paper.,49389.14,2024-02-07
997,TI,Plant administration case speech claim reflect.,9499.65,2024-01-06
998,Infraestrutura,Possible industry physical detail scene south world.,49679.58,2023-10-12
999,TI,Young include tend might easy.,16849.4,2024-03-22
1000,TI,Drive moment practice relate.,15053.28,2023-05-07
1001,Marketing,Husband service position research stop fire then.,49206.07,2023-05-25
1002,TI,Item board girl week education whether indicate.,42613.62,2024-09-05
1003,TI,Concern fact who Mrs participant.,10396.13,2023-09-19
1004,Marketing,Gas grow every month husband account through clearly.,37593.53,2024-03-23
1005,Salários,Black like walk.,16399.99,2024-06-21
1006,TI,Girl several fast reality.,21060.98,2023-04-03
1007,Marketing,Think fill project great full hospital firm.,37490.32,2024-02-22
1008,Infraestrutura,Policy building physical environment challenge.,38459.53,2023-12-20
1009,Salários,Kind its article popular city chance.,39862.74,2023-07-22
1010,Operacional,Various recent image strategy recently.,19515.48,2023-05-08
1011,Salários,In position war join score.,46595.42,2023-12-26
1012,Marketing,Win successful piece her investment get eight.,25329.52,2023-06-08
1013,Infraestrutura,Key product argue several view pick entire girl.,42398.4,2024-09-25
1014,Marketing,Office weight amount degree clearly anyone.,7605.39,2023-11-24
1015,Marketing,Front knowledge face describe early perform above.,44278.76,2023-09-10
1016,Salários,Good military he idea.,5703.16,2023-09-08
1017,Marketing,Very manage leave entire agent stand food.,19929.91,2024-11-14
1018,TI,Week though community world anyone.,1628.49,2024-02-16
1019,Marketing,Design remain economic resource night today dog.,15210.23,2023-04-17
1020,TI,Military page career market theory player street like.,37736.91,2023-06-17
1021,Marketing,Join establish require case base nothing sound.,49949.73,2023-06-03
1022,Operacional,Try bag room ground.,7571.16,2024-06-23
1023,Operacional,Prove music financial happen late involve lot.,13010.17,2025-02-01
1024,Marketing,Good necessary financial report.,2197.02,2023-07-12
1025,Salários,That many Republican.,33216.65,2023-11-13
1026,TI,Mean wish now pretty try anyone.,19481.77,2024-10-02
1027,Marketing,Billion loss apply ahead memory value.,1618.83,2024-03-22
1028,Operacional,Traditional lawyer fact vote.,18410.45,2024-12-13
1029,Salários,Hour show quality federal debate east camera.,31966.87,2024-04-13
1030,Marketing,North Congress us individual.,44466.74,2023-07-17
1031,Operacional,Culture everybody region day.,11646.73,2023-11-04
1032,Operacional,Later letter I line road sea skill opportunity.,48794.2,2024-04-29
1033,Salários,Born growth think small.,31403.42,2023-12-28
1034,TI,Head many another car be suddenly somebody.,49551.69,2024-05-22
1035,Salários,Little point report worker.,41546.78,2023-06-23
1036,Operacional,Example before car law culture evidence sea item.,32790.68,2024-02-01
1037,Salários,Yeah drop learn action.,11570.69,2024-08-22
1038,Marketing,Note force truth case fight physical remain.,9357.63,2024-06-10
1039,Salários,Physical support concern.,28599.96,2023-04-06
1040,Marketing,Business everything whole particular a.,45778.11,2024-04-14
1041,Marketing,Close idea surface back.,45392.12,2024-05-10
1042,Marketing,Environment pretty present.,25202.59,2023-12-22
1043,Operacional,Staff action performance.,22176.42,2023-05-31
1044,Infraestrutura,Everybody bit sell network international should mission.,40064.49,2023-08-24
1045,Infraestrutura,Media car consumer visit travel wait know.,37730.13,2024-08-12
1046,Salários,If so international bed director.,40087.09,2024-10-29
1047,Marketing,Child few section stop.,30083.75,2024-06-16
1048,Marketing,Our happy my necessary process gas rather.,5766.08,2024-02-06
1049,Salários,Drop human car cultural at opportunity face certainly.,16174.46,2024-01-03
1050,Operacional,Local American company card his budget read water.,24635.81,2023-05-04
1051,Operacional,Perhaps down source cup hand.,17714.12,2024-09-24
1052,Operacional,Half PM speech describe animal.,45275.79,2024-07-11
1053,Infraestrutura,Be create not cost.,14031.84,2023-08-10
1054,Infraestrutura,Soon identify nature ten.,1961.09,2023-08-27
1055,Operacional,Price growth chance per night deal change.,5696.56,2024-10-17
1056,TI,Lead sister can pattern indicate.,42503.12,2024-12-17
1057,Marketing,Dream station year until green under.,41538.01,2023-05-02
1058,Marketing,Another quality ok beautiful parent.,38595.29,2024-12-05
1059,Salários,Anything street tree long paper many majority.,21918.7,2023-03-16
1060,Salários,Toward top teacher too nation wife part.,44517.24,2023-11-01
1061,Marketing,Interesting ahead cell until administration note.,44209.25,2023-11-06
1062,Infraestrutura,Her federal game eye.,5858.08,2023-12-06
1063,Infraestrutura,Sound left make understand special discussion open.,21787.9,2023-08-05
1064,Infraestrutura,Consumer stay trade career.,48339.09,2023-12-07
1065,Salários,Ago might between line head customer ahead run.,25671.31,2025-01-06
1066,Infraestrutura,By feel decision.,18834.62,2023-05-12
1067,TI,Region act although nothing those pull.,14386.22,2023-06-15
1068,Marketing,Always effect protect catch seat.,8222.28,2024-10-12
1069,Infraestrutura,Less own four.,5939.84,2023-08-01
1070,Operacional,Serious debate will evidence return.,1728.15,2024-07-17
1071,Marketing,Trip study strategy actually.,47873.41,2024-08-12
1072,TI,Year husband interview ago education society.,10207.82,2024-10-10
1073,Marketing,Stay face enough should continue wide relationship.,13936.24,2024-02-28
1074,TI,Unit poor lose picture budget always.,25204.18,2025-01-31
1075,Infraestrutura,Type dog fear gun.,1735.48,2024-09-03
1076,Salários,Window red major specific eat recent team.,48569.75,2023-06-23
1077,TI,Blood fact physical north effect language thus.,24341.54,2023-12-28
1078,Marketing,Stuff level test economic.,22918.28,2023-05-16
1079,Salários,Standard read next anything trouble husband.,17017.59,2023-09-09
1080,Salários,Actually different house standard behavior.,28925.59,2023-03-16
1081,Marketing,Turn sound discussion notice forget responsibility which rise.,6684.59,2023-06-15
1082,TI,Term democratic even cold improve break organization.,12743.92,2024-05-26
1083,Salários,Win build professional say such thousand add.,6829.2,2025-01-01
1084,TI,List blue already back.,41363.28,2024-08-15
1085,Marketing,Thing anything poor certain.,46588.36,2023-10-15
1086,Marketing,Off low national father political black.,15372.37,2023-10-27
1087,Operacional,Different own group determine minute.,21930.23,2024-10-30
1088,Operacional,Enough realize hold company remember back.,42525.36,2025-02-25
1089,Infraestrutura,Want yet sense beyond eight.,31198.52,2024-09-15
1090,TI,Consider check economy true deal play.,6643.62,2023-09-30
1091,Operacional,New debate finish ever.,3210.99,2023-07-18
1092,Infraestrutura,Job dog data response either include run.,27706.08,2024-06-23
1093,TI,Ready me during hair responsibility kind production.,532.59,2024-10-08
1094,Operacional,Writer agreement main.,10115.52,2024-01-11
1095,Salários,Light establish affect.,16102.52,2023-09-24
1096,Marketing,Early image just worker.,39623.25,2023-09-03
1097,Salários,Relate left high race military sort mission.,38687.49,2023-08-25
1098,Infraestrutura,Sometimes necessary usually expect today.,33040.61,2023-10-22
1099,Infraestrutura,Anyone behavior body current follow whole.,39430.59,2023-03-29
1100,Operacional,Wonder season their.,17258.43,2024-02-05
1101,Operacional,Chance appear goal.,6390.5,2024-11-19
1102,Marketing,System president television two year.,17543.01,2025-02-04
1103,Infraestrutura,Large lot item beyond.,8902.98,2024-03-22
1104,Operacional,Mouth church chance information him.,1966.3,2023-02-27
1105,Infraestrutura,Hold only suddenly nation stand plant no.,33068.24,2024-02-21
1106,Marketing,Mouth school population often meet field.,29145.5,2023-12-28
1107,TI,Between race sort car trip fight.,19840.74,2024-01-13
1108,Operacional,Wide degree although expect south.,45893.3,2023-12-03
1109,TI,Impact bit require director light case dinner.,3691.84,2023-08-11
1110,TI,Strong even method little season benefit operation.,26529.45,2024-01-28
1111,Marketing,Across visit western fly affect.,45969.41,2023-06-11
1112,Salários,Art entire learn smile scientist animal give reason.,17266.26,2024-04-18
1113,TI,Mr whom before.,29483.42,2023-03-03
1114,Infraestrutura,Hard free owner pick accept tonight card.,40509.45,2024-11-12
1115,Marketing,Care wonder tend.,18249.8,2024-11-01
1116,TI,Speech account concern money suddenly.,13753.89,2024-05-04
1117,Salários,Expert away speech news total book.,31607.24,2023-03-07
1118,Infraestrutura,Car sometimes community whole.,44472.17,2024-05-28
1119,Salários,Specific guess learn word himself teach.,20104.63,2023-10-25
1120,Salários,Set indicate yeah relationship.,43223.59,2024-01-29
1121,Marketing,Star him accept wish own summer sense.,23858.18,2023-03-14
1122,Salários,Political course project.,10627.36,2023-11-03
1123,TI,Tax answer data benefit.,5046.83,2024-02-13
1124,Infraestrutura,Already item community true point pattern.,21527.43,2024-01-04
1125,TI,Quality water change because situation.,5470.75,2024-11-03
1126,Operacional,Left day fine assume agreement shake exist.,18506.34,2023-12-28
1127,TI,Spend beautiful center reach process safe already.,10570.61,2024-12-25
1128,Operacional,Though meeting cause.,23724.01,2024-06-24
1129,Salários,Laugh list debate.,25491.36,2024-08-22
1130,TI,Drop despite everybody.,23347.35,2025-01-05
1131,Operacional,Industry situation song chance design special.,11098.45,2023-08-30
1132,Marketing,Daughter race true church west by yes.,7588.49,2024-08-16
1133,Infraestrutura,Entire star expert enjoy system determine people.,44701.69,2023-06-22
1134,Salários,Body cost group bit rise down.,1119.73,2024-11-02
1135,Marketing,Company be situation often.,8121.28,2024-03-25
1136,Marketing,Rather design use either measure sort.,1014.94,2024-11-14
1137,Infraestrutura,Population subject less price party analysis store cup.,40349.6,2023-05-07
1138,Salários,Democratic learn view energy.,49867.59,2025-01-18
1139,Salários,Hope really skin in face.,15343.9,2024-11-11
1140,TI,Attorney might clearly move he south challenge.,49561.42,2023-04-04
1141,Marketing,Decade tell director force major range popular watch.,33391.67,2024-11-10
1142,Operacional,Industry left standard kitchen car quickly program.,2280.49,2025-01-12
1143,Marketing,Time message yourself economy policy.,48838.7,2023-04-28
1144,Marketing,Possible approach build involve.,18349.68,2023-03-08
1145,Salários,Certain treatment school material certainly stop American.,40586.43,2024-08-19
1146,Salários,Buy three investment final.,12873.53,2024-09-17
1147,Operacional,Major remain true white key tax page join.,37706.44,2023-03-24
1148,Salários,Doctor reduce work cell respond learn.,46930.23,2023-03-29
1149,Marketing,Sell identify its four degree office building.,12019.89,2023-11-28
1150,Salários,Standard free thing base trade enjoy recent executive.,778.82,2024-07-25
1151,Operacional,Interest compare movement type dark people gas ball.,9819.26,2024-02-04
1152,TI,Investment wife social art.,7028.74,2023-07-26
1153,Infraestrutura,Organization current determine.,32844.47,2024-11-29
1154,Operacional,Be arm those beyond.,47452.13,2023-06-11
1155,TI,Draw soon party grow author them even.,43787.86,2024-05-15
1156,Marketing,Once difference movement season.,7699.08,2023-04-30
1157,TI,Personal alone agree true.,26508.84,2023-06-24
1158,Marketing,Indeed city rule analysis.,21573.89,2024-03-27
1159,Marketing,Operation week decision television lay.,27826.58,2024-06-04
1160,TI,Simple say result candidate.,24717.19,2024-12-18
1161,TI,Wait boy and marriage investment college center movement.,41990.88,2023-10-26
1162,Salários,Impact including tree.,17577.95,2023-04-01
1163,Marketing,Both case nothing similar.,15646.89,2023-09-08
1164,TI,According pull join everybody low local whom.,28935.89,2024-11-17
1165,Operacional,Cold term practice today.,32025.32,2024-08-06
1166,TI,Throw national class.,48631.86,2024-04-23
1167,TI,Area ready president marriage better.,21432.14,2024-07-10
1168,Marketing,More minute leg drug let new.,40050.37,2023-06-10
1169,Marketing,Card spring party could throw really happen.,6140.31,2023-06-03
1170,Infraestrutura,Part theory gas stock information.,39881.0,2025-01-24
1171,TI,Reveal story I foot talk gas use short.,27737.17,2024-08-06
1172,TI,You strategy church write same industry.,48371.35,2024-11-09
1173,TI,Responsibility study interest around account that pass.,40248.77,2024-01-01
1174,TI,Resource campaign significant whole eye true daughter.,13212.03,2024-02-20
1175,Infraestrutura,So all mission camera.,13398.74,2023-09-18
1176,Operacional,Only moment understand.,44951.96,2024-02-18
1177,TI,Into rock home answer crime partner sure.,28848.89,2023-04-18
1178,Marketing,Guess in sit doctor here find.,31326.34,2024-06-04
1179,Salários,Manage marriage pull part plan.,47543.79,2023-05-03
1180,Infraestrutura,Since radio value every defense before rule.,17635.33,2024-01-28
1181,Operacional,Test outside include.,12810.15,2024-11-03
1182,Infraestrutura,Office increase night old.,13661.85,2024-01-13
1183,Marketing,And tell although wish put best.,33875.96,2023-08-28
1184,TI,Or future good try writer remember data.,11031.74,2024-05-12
1185,Operacional,Nature character child condition Democrat concern any.,17752.44,2024-03-28
1186,Operacional,Generation great strategy media strong other clear.,8984.08,2024-08-20
1187,Marketing,Across past quite vote likely.,11252.31,2023-11-24
1188,Salários,Wind clearly possible for.,30301.61,2025-01-07
1189,Salários,Five page happen if side.,10576.61,2024-06-08
1190,Salários,Sea score article also.,45763.21,2023-07-10
1191,Operacional,Of record strategy fund book not movement site.,42505.14,2024-03-19
1192,TI,Loss heavy officer everything.,24280.76,2024-11-25
1193,Infraestrutura,Somebody success mention nothing ahead threat difficult.,35965.57,2024-12-02
1194,TI,Feeling yard body need by charge.,26121.23,2023-08-02
1195,TI,Popular painting anything food kid indeed.,34200.73,2023-07-21
1196,TI,Television yeah company only dark.,25781.52,2023-07-14
1197,TI,Discover generation Congress happy institution.,42982.39,2023-04-05
1198,Salários,Growth tell stuff something land sport environment.,6042.16,2023-12-05
1199,Operacional,Help community bad.,15512.09,2024-12-17
1200,Infraestrutura,Word six up do clear will.,11043.64,2024-01-31
1201,Salários,Glass southern role prove across face pretty.,19733.14,2023-06-04
1202,Salários,Outside Mrs itself partner into process will.,36943.66,2023-11-04
1203,Marketing,Vote trouble thing.,13307.92,2023-12-05
1204,Salários,Prepare want southern like.,26395.55,2023-08-18
1205,Marketing,Find reach common expect.,44799.18,2023-06-11
1206,Salários,State pick woman.,17851.92,2023-07-14
1207,Salários,According consumer position help.,48386.27,2023-07-04
1208,TI,End again hit government know fear.,4990.2,2023-12-04
1209,Infraestrutura,Staff run individual present.,41161.01,2025-02-04
1210,Operacional,Art deal computer word interview letter shoulder significant.,42987.67,2023-04-12
1211,Marketing,Central quality owner yourself money.,7069.9,2024-10-06
1212,Marketing,Possible building likely factor care soldier when.,30393.33,2023-05-21
1213,TI,Through purpose challenge like billion little.,11986.48,2025-01-18
1214,Infraestrutura,Help foreign early guy.,12245.04,2023-09-13
1215,TI,Stop campaign nation attack ground happy hotel.,43052.69,2023-07-03
1216,Infraestrutura,Cut response level certainly enjoy to camera.,36809.41,2024-04-11
1217,Operacional,News if also worker budget expert bad.,6347.2,2024-05-29
1218,Operacional,Step fish drive hand need foreign cup sell.,32367.65,2024-12-20
1219,Operacional,Common fine billion how past.,7424.93,2023-09-18
1220,Salários,Car hand sign series view serve believe.,39180.71,2023-11-26
1221,Infraestrutura,So brother cause investment.,22078.08,2023-05-20
1222,Marketing,Score detail detail necessary join law.,8796.09,2023-07-11
1223,Operacional,Say big animal executive alone pattern couple.,37580.84,2024-10-20
1224,Operacional,Nothing miss prevent best study television.,26249.97,2025-01-03
1225,Operacional,Weight role large look reach enter stand remain.,2810.34,2024-01-30
1226,TI,Various record ever four before our.,18678.9,2023-05-11
1227,TI,Think factor past raise as answer some.,20827.43,2023-10-06
1228,TI,Spend now respond might feel fact drug.,29154.06,2024-04-18
1229,Salários,Tend democratic dark position.,48219.8,2024-01-07
1230,Salários,Quality result long tree.,48412.92,2023-11-28
1231,Marketing,Amount me would.,9507.95,2024-04-15
1232,Infraestrutura,Factor big key democratic successful discover hundred.,12730.12,2024-01-13
1233,Infraestrutura,Keep hope audience toward movement.,25877.32,2023-11-28
1234,Operacional,Prove oil voice available high build stop.,2714.48,2024-07-25
1235,Operacional,Campaign hair result.,21637.33,2024-07-30
1236,TI,Value reveal line amount shake seek point.,15297.68,2024-05-30
1237,Infraestrutura,Resource whole cultural prepare.,19116.92,2025-01-16
1238,Operacional,Central him my election.,39155.3,2023-10-04
1239,Salários,Yes figure laugh.,33890.79,2023-12-13
1240,Infraestrutura,Beat home after culture.,43097.51,2024-08-29
1241,Operacional,Claim simple wait late research against word.,39152.91,2024-08-19
1242,Salários,Task bring service yet weight.,4679.57,2024-03-25
1243,TI,Final government him recently rock will other.,49505.18,2023-10-27
1244,TI,Hit wear exactly approach only.,10370.81,2023-02-27
1245,Marketing,True increase cultural politics.,14546.56,2023-10-03
1246,Operacional,Again figure reflect face.,28980.17,2023-05-22
1247,Marketing,Decision often series size huge.,1366.58,2024-05-17
1248,Infraestrutura,When field alone easy strong one.,10685.96,2024-07-08
1249,Salários,Might these newspaper conference enter.,27506.25,2023-06-12
1250,Salários,Tonight realize administration least threat our seek off.,5538.71,2024-11-12
1251,Marketing,Listen increase fire carry lay voice its.,33363.37,2024-11-01
1252,Infraestrutura,Son animal sign pull live.,559.51,2024-04-26
1253,Salários,Board successful behind nation.,34840.74,2024-08-05
1254,TI,With night method floor open.,21935.67,2024-08-06
1255,Operacional,Rest treat oil agree best project.,49897.52,2024-01-07
1256,Marketing,My animal politics.,26328.9,2024-06-27
1257,Operacional,Reduce score audience control.,18926.38,2024-11-20
