id_fatura,id_cliente,data_emissao,data_vencimento,valor_total,status
2028,1362,2025-02-12,2025-03-07,757.45,Atrasada
2029,2444,2024-09-13,2025-03-25,4931.76,Paga
2030,2199,2023-07-30,2024-02-20,4538.76,Paga
2031,3238,2024-07-13,2024-11-29,1361.71,Pendente
2032,3418,2024-07-13,2024-10-17,216.8,Paga
2033,525,2024-09-17,2025-02-02,7451.0,Atrasada
2034,4650,2024-04-17,2025-02-26,969.22,Atrasada
2035,4711,2023-08-26,2025-03-03,2744.27,Atrasada
2036,2219,2023-10-26,2025-02-10,3558.98,Paga
2037,4573,2025-01-12,2025-03-06,8554.99,Pendente
2038,1446,2023-11-12,2024-10-06,9655.74,Paga
2039,4825,2024-02-23,2024-09-27,6235.8,Atrasada
2040,4408,2023-07-22,2024-06-01,6502.74,Pendente
2041,1206,2023-04-13,2024-07-07,3829.62,Pendente
2042,1452,2024-08-04,2024-11-20,8082.18,Paga
2043,2722,2025-02-19,2025-02-23,4030.38,Paga
2044,3380,2024-11-16,2024-11-25,515.29,Atrasada
2045,369,2024-10-19,2025-02-18,1209.89,Paga
2046,1887,2023-07-01,2024-10-30,7990.79,Atrasada
2047,4,2024-12-09,2025-01-17,184.59,Paga
2048,2501,2024-09-08,2024-10-01,243.03,Paga
2049,543,2024-12-18,2025-03-10,1567.69,Atrasada
2050,655,2024-07-21,2025-03-09,1453.08,Pendente
2051,859,2023-11-19,2025-03-26,8089.11,Paga
2052,3318,2023-05-21,2023-12-12,8962.85,Atrasada
2053,4140,2024-11-01,2024-11-19,4697.67,Pendente
2054,47,2024-06-02,2025-03-24,1892.61,Pendente
2055,3626,2023-12-06,2023-12-26,2142.54,Atrasada
2056,3542,2024-12-11,2024-12-16,8653.33,Pendente
2057,590,2024-08-02,2024-10-15,4782.83,Paga
2058,122,2024-06-15,2024-07-12,7492.85,Paga
2059,1320,2024-06-08,2024-09-04,9795.18,Atrasada
2060,1057,2023-12-08,2024-01-05,2102.18,Pendente
2061,208,2023-06-30,2024-05-21,9033.68,Atrasada
2062,3042,2024-05-23,2024-11-20,7580.83,Paga
2063,4063,2023-07-20,2025-02-05,3266.15,Atrasada
2064,2062,2024-03-30,2024-09-01,3591.1,Atrasada
2065,2284,2023-10-05,2024-09-03,1335.43,Atrasada
2066,2217,2023-08-21,2024-04-23,6093.61,Pendente
2067,4483,2024-07-17,2024-08-20,2518.37,Pendente
2068,2420,2024-11-18,2025-02-17,5507.45,Pendente
2069,1129,2023-12-13,2024-03-16,5010.77,Atrasada
2070,4909,2024-07-17,2024-08-24,4898.49,Paga
2071,3599,2024-04-16,2025-01-09,4292.56,Paga
2072,2837,2023-05-06,2024-08-09,2655.58,Pendente
2073,3933,2024-08-17,2024-11-14,6012.1,Pendente
2074,128,2023-10-26,2025-03-08,1963.33,Pendente
2075,383,2024-08-25,2024-08-30,5310.75,Pendente
2076,723,2024-11-07,2025-02-01,4026.13,Atrasada
2077,987,2023-04-18,2023-12-20,965.29,Paga
2078,3757,2024-01-29,2024-11-29,6491.28,Pendente
2079,486,2023-12-24,2024-07-12,2393.18,Pendente
2080,1601,2024-12-24,2025-02-09,1475.08,Pendente
2081,989,2024-04-10,2024-08-05,2136.37,Pendente
2082,4298,2024-03-07,2024-05-26,9437.58,Atrasada
2083,3863,2023-03-31,2023-07-23,5653.21,Paga
2084,3824,2024-02-25,2024-06-07,2588.68,Pendente
2085,629,2023-08-15,2024-07-17,8680.75,Paga
2086,4679,2023-04-29,2024-01-18,9532.14,Pendente
2087,393,2024-02-05,2024-05-12,1090.29,Paga
2088,2608,2023-05-14,2024-11-16,3540.74,Paga
2089,3567,2024-08-15,2025-02-12,144.48,Atrasada
2090,995,2023-02-26,2023-04-28,9496.63,Pendente
2091,221,2023-08-20,2024-02-06,1762.15,Atrasada
2092,4753,2023-03-09,2024-08-07,3640.59,Paga
2093,1568,2024-03-24,2025-03-19,3619.03,Pendente
2094,894,2024-03-14,2024-03-16,363.07,Pendente
2095,2931,2024-05-07,2024-10-17,2571.1,Atrasada
2096,1877,2023-12-12,2024-08-18,7612.26,Pendente
2097,4053,2025-01-18,2025-02-25,9708.74,Pendente
2098,2111,2024-12-31,2025-02-22,3697.32,Atrasada
2099,639,2024-04-21,2025-02-06,6278.96,Paga
2100,2837,2025-02-11,2025-03-01,4003.48,Pendente
2101,4705,2024-03-24,2025-03-23,1418.61,Atrasada
2102,1207,2024-08-14,2025-03-16,1770.87,Paga
2103,3899,2023-06-19,2024-04-12,7238.48,Atrasada
2104,3575,2023-07-10,2024-03-01,7610.62,Atrasada
2105,4926,2024-10-02,2024-11-14,4790.68,Pendente
2106,271,2024-07-06,2024-08-12,2915.43,Atrasada
2107,2615,2023-09-03,2024-10-31,9838.25,Paga
2108,1028,2024-02-27,2024-10-11,1034.65,Atrasada
2109,1759,2023-09-19,2024-08-01,1043.86,Pendente
2110,248,2023-10-10,2024-12-18,530.65,Pendente
2111,2198,2025-01-04,2025-01-21,5985.6,Pendente
2112,1741,2024-07-01,2024-10-13,6868.86,Paga
2113,2921,2025-02-10,2025-02-19,8161.98,Pendente
2114,4704,2023-10-04,2024-06-05,5137.44,Paga
2115,3644,2024-12-07,2024-12-10,354.85,Pendente
2116,360,2024-11-02,2025-01-24,8787.91,Pendente
2117,4495,2023-06-03,2024-01-30,5317.95,Pendente
2118,141,2024-11-17,2024-12-22,3051.56,Atrasada
2119,3996,2024-01-04,2024-12-17,776.09,Atrasada
2120,1689,2023-09-29,2023-12-25,4853.41,Paga
2121,1753,2024-05-27,2024-12-01,7721.99,Pendente
2122,259,2023-07-23,2024-01-11,124.42,Pendente
2123,330,2024-07-05,2024-09-10,4105.3,Pendente
2124,3436,2023-02-26,2023-10-11,109.32,Paga
2125,4666,2023-03-20,2023-10-17,5763.99,Pendente
2126,2895,2025-01-12,2025-02-17,3071.14,Pendente
2127,2966,2023-07-08,2023-11-16,8787.13,Pendente
2128,3548,2025-01-08,2025-03-27,1829.51,Atrasada
2129,424,2025-01-20,2025-02-07,6840.32,Atrasada
2130,2554,2024-03-10,2024-06-12,2871.1,Pendente
2131,1596,2023-03-31,2024-07-16,653.14,Pendente
2132,2230,2023-10-25,2024-02-24,4769.97,Paga
2133,4857,2024-10-25,2024-12-23,4847.65,Pendente
2134,2350,2024-06-08,2025-02-27,6908.52,Pendente
2135,4262,2024-06-12,2024-09-07,2296.51,Pendente
2136,250,2023-05-22,2024-01-19,4037.68,Atrasada
2137,4077,2024-02-18,2024-02-27,4354.84,Pendente
2138,4249,2023-09-05,2024-06-21,1276.02,Paga
2139,3441,2023-10-22,2024-05-13,8212.32,Atrasada
2140,1824,2024-07-04,2024-12-20,9163.29,Paga
2141,943,2025-01-11,2025-01-25,8265.9,Pendente
2142,4723,2024-10-08,2024-12-26,9521.19,Pendente
2143,1470,2023-05-18,2024-12-05,5194.43,Pendente
2144,2218,2024-02-07,2024-03-26,8963.04,Pendente
2145,3550,2023-03-23,2024-04-20,1643.09,Atrasada
2146,3309,2025-02-11,2025-02-14,8753.68,Pendente
2147,158,2023-04-29,2023-07-28,7683.0,Atrasada
2148,339,2023-02-27,2024-05-30,4195.99,Atrasada
2149,3568,2024-12-20,2024-12-26,145.71,Pendente
2150,1347,2025-01-08,2025-01-29,8238.19,Pendente
2151,2071,2023-05-17,2023-08-25,3806.58,Pendente
2152,2072,2025-02-19,2025-03-23,1907.15,Pendente
2153,3148,2024-02-04,2025-01-28,897.78,Pendente
2154,2357,2023-07-14,2024-07-07,1434.46,Pendente
2155,735,2024-01-13,2024-10-02,7512.7,Atrasada
2156,3352,2024-11-05,2024-11-12,6138.42,Paga
2157,2723,2024-05-04,2025-02-04,2889.56,Paga
2158,1301,2023-03-09,2024-05-24,9993.09,Pendente
2159,1535,2023-09-18,2023-09-19,8959.73,Pendente
2160,4402,2023-05-20,2024-09-26,232.66,Paga
2161,60,2024-08-25,2024-10-07,5265.59,Pendente
2162,1391,2024-06-20,2025-01-11,8922.17,Pendente
2163,218,2024-10-12,2025-03-25,4448.44,Atrasada
2164,828,2024-08-21,2024-10-10,7267.0,Atrasada
2165,3834,2024-11-10,2025-03-07,4325.68,Atrasada
2166,4607,2023-12-16,2024-09-24,3303.32,Paga
2167,4514,2023-11-12,2024-11-02,8789.55,Paga
2168,1631,2025-02-21,2025-03-07,2724.09,Paga
2169,4540,2024-04-16,2024-10-28,603.21,Pendente
2170,1479,2023-10-22,2024-07-13,5073.0,Paga
2171,580,2023-05-06,2024-09-24,8461.48,Pendente
2172,2334,2023-07-09,2023-08-18,2625.91,Paga
2173,2213,2024-12-13,2025-01-11,9526.06,Paga
2174,2939,2023-03-20,2024-08-09,8559.51,Pendente
2175,2561,2024-08-06,2024-12-07,4441.61,Paga
2176,3934,2023-09-16,2025-03-13,3598.35,Atrasada
2177,404,2024-03-09,2024-03-28,2310.92,Paga
2178,4395,2023-04-24,2024-07-11,1106.18,Atrasada
2179,1307,2023-06-11,2025-02-19,9850.43,Pendente
2180,4473,2024-02-25,2025-03-23,7618.93,Paga
2181,4470,2024-11-30,2025-03-16,4151.29,Paga
2182,357,2023-09-13,2025-02-21,3095.06,Pendente
2183,3373,2024-12-23,2025-03-23,5269.02,Paga
2184,3196,2024-08-21,2024-10-22,6882.41,Paga
2185,4285,2023-03-15,2024-07-25,8571.85,Pendente
2186,3271,2024-09-27,2025-01-27,973.34,Atrasada
2187,973,2024-09-12,2025-02-17,765.11,Pendente
2188,4152,2023-06-17,2024-07-17,2327.35,Paga
2189,1462,2024-05-20,2025-01-11,5141.71,Pendente
2190,4520,2023-06-09,2023-12-08,3683.61,Atrasada
2191,2797,2024-06-01,2024-06-30,8308.39,Pendente
2192,4562,2023-04-12,2024-03-16,3901.78,Pendente
2193,2981,2023-09-01,2023-10-08,7376.49,Atrasada
2194,3235,2023-06-17,2024-03-03,6571.68,Atrasada
2195,1625,2023-02-26,2024-02-21,3531.61,Paga
2196,2341,2024-10-12,2024-11-06,6587.37,Pendente
2197,3888,2023-12-17,2024-03-07,2678.3,Atrasada
2198,2262,2025-01-08,2025-02-21,6136.46,Atrasada
2199,4936,2024-01-01,2024-02-21,6969.14,Atrasada
2200,710,2023-03-13,2024-07-28,4333.67,Pendente
2201,4215,2023-12-31,2024-07-29,4200.88,Pendente
2202,3881,2024-02-04,2024-09-26,5333.7,Pendente
2203,4675,2024-03-03,2025-01-09,4560.87,Atrasada
2204,3478,2023-10-01,2024-09-20,6339.29,Pendente
2205,4636,2024-07-22,2024-08-02,1619.28,Atrasada
2206,3790,2024-05-03,2024-07-17,2451.32,Pendente
2207,2546,2024-12-22,2025-02-08,7057.98,Atrasada
2208,3997,2024-06-29,2024-08-08,7817.94,Pendente
2209,3480,2023-09-03,2024-03-23,6656.44,Atrasada
2210,9,2023-10-07,2024-02-28,3022.3,Atrasada
2211,3899,2024-07-10,2024-08-12,1560.18,Atrasada
2212,2333,2024-08-16,2024-10-07,5891.1,Atrasada
2213,4285,2024-11-20,2025-01-30,6566.42,Atrasada
2214,219,2024-10-18,2025-03-01,7070.46,Paga
2215,4428,2024-05-30,2024-07-04,3699.16,Pendente
2216,4619,2023-10-08,2024-11-26,632.1,Atrasada
2217,4672,2023-08-14,2024-09-18,8454.76,Pendente
2218,2464,2024-03-18,2024-11-10,1418.41,Atrasada
2219,4975,2023-10-21,2024-05-07,8576.92,Pendente
2220,840,2024-06-20,2024-12-24,2426.5,Atrasada
2221,2325,2024-07-11,2024-11-17,7244.94,Paga
2222,2640,2024-02-10,2024-08-27,4985.89,Atrasada
2223,283,2023-09-29,2023-12-16,502.04,Pendente
2224,1315,2023-10-01,2024-07-15,7501.39,Paga
2225,2379,2024-03-16,2025-01-08,7793.47,Atrasada
2226,1831,2025-02-05,2025-02-09,4511.21,Atrasada
2227,480,2024-02-10,2024-07-11,149.56,Pendente
2228,2831,2023-12-31,2024-05-31,5366.99,Pendente
2229,1503,2023-05-03,2024-01-22,230.46,Paga
2230,2808,2024-12-24,2025-01-30,9053.44,Paga
2231,2034,2024-09-30,2024-11-07,1646.72,Atrasada
2232,2571,2024-05-04,2024-09-17,357.53,Atrasada
2233,2660,2024-11-25,2024-12-28,652.81,Paga
2234,3389,2025-01-02,2025-02-10,1095.61,Atrasada
2235,484,2023-05-05,2024-09-03,2724.05,Atrasada
2236,1913,2023-07-24,2024-06-25,9099.78,Pendente
2237,2302,2023-10-27,2024-09-27,7276.28,Atrasada
2238,3600,2024-02-03,2024-06-11,7901.27,Pendente
2239,4392,2024-07-21,2024-12-07,549.63,Pendente
2240,1910,2024-09-07,2025-03-05,1030.49,Atrasada
2241,377,2024-07-05,2024-07-15,5212.08,Paga
2242,2915,2024-03-19,2024-10-28,5328.17,Atrasada
2243,2478,2024-03-25,2024-12-13,8066.24,Pendente
2244,869,2023-04-15,2024-07-24,8490.38,Atrasada
2245,1163,2023-09-17,2024-04-30,2318.66,Pendente
2246,2643,2024-08-06,2025-03-04,5353.91,Atrasada
2247,2627,2023-05-29,2023-06-07,6608.22,Atrasada
2248,4504,2024-10-17,2024-11-04,3010.68,Pendente
2249,2879,2024-07-29,2025-03-18,3104.85,Atrasada
2250,3470,2024-04-22,2024-11-23,3669.71,Atrasada
2251,4451,2024-08-10,2024-09-01,8547.17,Paga
2252,4066,2023-04-30,2024-08-17,7818.42,Atrasada
2253,2952,2024-09-15,2024-10-07,5344.41,Atrasada
2254,3051,2024-01-16,2025-03-19,2337.47,Pendente
2255,3528,2024-09-02,2024-12-22,2778.43,Paga
2256,97,2023-10-05,2024-07-29,6557.02,Pendente
2257,1337,2023-06-17,2024-12-14,3407.98,Paga
2258,279,2024-06-11,2024-07-03,7502.84,Atrasada
2259,2276,2023-07-05,2025-03-13,5679.78,Pendente
2260,4896,2023-04-13,2024-10-28,337.21,Atrasada
2261,3138,2023-04-17,2023-05-11,5226.04,Atrasada
2262,3824,2023-07-19,2023-08-03,6920.71,Atrasada
2263,510,2023-07-08,2024-08-13,9020.08,Paga
2264,444,2025-01-15,2025-01-19,7469.17,Atrasada
2265,3018,2023-04-27,2024-07-19,8440.67,Pendente
2266,2898,2023-08-27,2024-08-02,2799.69,Atrasada
2267,383,2023-12-18,2024-11-25,4959.8,Paga
2268,404,2024-10-06,2024-12-15,8617.73,Atrasada
2269,4721,2025-01-15,2025-02-20,4719.42,Paga
2270,1826,2023-08-19,2023-10-05,9382.14,Atrasada
2271,3835,2023-09-13,2023-12-13,6081.81,Paga
2272,1213,2024-03-02,2024-04-28,987.87,Paga
2273,3226,2024-09-22,2025-02-24,4556.45,Atrasada
2274,3310,2024-10-13,2024-12-29,3069.72,Paga
2275,3257,2024-06-13,2024-07-05,906.17,Atrasada
2276,1561,2023-06-11,2023-11-23,5483.58,Atrasada
2277,2135,2024-05-04,2024-08-17,1824.64,Pendente
2278,2243,2024-07-17,2024-11-23,4024.38,Paga
2279,3483,2023-04-01,2025-03-16,1801.33,Atrasada
2280,261,2023-06-29,2025-02-24,7986.94,Atrasada
2281,544,2023-10-21,2023-10-21,7982.5,Paga
2282,801,2023-08-16,2024-04-12,9448.33,Pendente
2283,50,2024-04-08,2024-07-08,3660.03,Atrasada
2284,1469,2024-07-17,2024-09-27,9389.61,Atrasada
2285,2152,2024-03-14,2025-03-27,6651.97,Pendente
2286,4109,2024-09-24,2025-02-16,362.02,Pendente
2287,3730,2024-03-24,2024-04-03,6744.95,Atrasada
2288,4445,2024-01-11,2024-05-25,6527.04,Pendente
2289,319,2023-10-27,2025-01-15,2363.24,Paga
2290,3224,2024-01-10,2024-10-04,4913.52,Paga
2291,291,2023-05-07,2024-01-08,1776.26,Atrasada
2292,261,2024-02-04,2025-02-07,1074.11,Atrasada
2293,1657,2024-04-22,2024-09-03,8060.15,Paga
2294,2658,2024-11-08,2025-02-14,6043.24,Paga
2295,896,2023-03-30,2024-07-04,303.11,Atrasada
2296,4794,2023-12-08,2024-05-24,740.92,Paga
2297,4317,2024-05-11,2025-03-02,1544.71,Paga
2298,696,2023-03-25,2023-06-19,2963.37,Pendente
2299,1355,2023-05-29,2023-09-28,823.0,Pendente
2300,4232,2023-06-04,2024-06-28,7149.46,Atrasada
2301,2025,2023-06-06,2024-11-26,2926.65,Atrasada
2302,1321,2024-08-27,2025-02-10,7216.13,Paga
2303,217,2024-10-26,2024-11-30,2135.03,Pendente
2304,784,2024-09-11,2025-02-08,8805.43,Paga
2305,1620,2023-08-30,2025-02-03,6884.33,Atrasada
2306,2180,2023-06-13,2023-12-16,5895.98,Paga
2307,2489,2024-09-26,2024-12-04,3196.42,Pendente
2308,502,2024-04-13,2024-10-26,3721.05,Pendente
2309,1402,2023-09-05,2024-05-03,1761.96,Atrasada
2310,4537,2023-12-06,2025-02-27,2770.57,Pendente
2311,2954,2023-09-30,2024-11-09,3570.75,Atrasada
2312,1051,2023-11-10,2024-02-17,8752.13,Atrasada
2313,4841,2023-12-15,2023-12-25,2066.64,Paga
2314,4055,2024-01-01,2024-10-18,5096.95,Atrasada
2315,497,2023-11-11,2024-09-13,8235.79,Paga
2316,1852,2023-10-26,2023-11-07,6017.55,Paga
2317,3451,2024-04-01,2024-07-12,3195.0,Pendente
2318,3391,2024-05-16,2024-11-13,3452.98,Paga
2319,3066,2024-08-05,2024-12-06,2168.84,Pendente
2320,2945,2023-07-22,2024-05-24,8108.54,Paga
2321,307,2024-01-17,2025-02-14,5146.85,Paga
2322,2354,2024-01-14,2024-01-19,4249.0,Pendente
2323,1179,2023-10-22,2024-06-18,5781.09,Pendente
2324,121,2023-03-08,2023-04-30,6514.51,Pendente
2325,2794,2024-05-26,2025-03-22,2099.49,Paga
2326,3412,2024-07-20,2025-01-23,7648.27,Paga
2327,4979,2023-12-05,2025-02-10,8497.15,Atrasada
2328,4424,2024-03-29,2024-04-17,7541.51,Paga
2329,3229,2025-02-10,2025-02-19,4996.8,Atrasada
2330,1374,2024-12-18,2025-02-25,2586.67,Pendente
2331,642,2023-06-22,2024-03-03,5076.7,Atrasada
2332,2869,2024-07-19,2024-10-07,4028.16,Pendente
2333,2470,2023-07-14,2023-08-06,8146.23,Atrasada
2334,1820,2023-10-11,2024-07-13,2288.23,Paga
2335,2022,2023-07-13,2023-09-04,114.2,Pendente
2336,4031,2025-01-25,2025-03-21,3771.36,Atrasada
2337,2977,2024-06-16,2024-08-27,8558.92,Atrasada
2338,1906,2023-09-28,2024-03-22,9997.46,Atrasada
2339,1625,2024-12-27,2025-03-27,5016.73,Atrasada
2340,516,2023-09-12,2024-02-16,5466.85,Paga
2341,1088,2025-02-20,2025-03-24,6614.76,Paga
2342,4339,2024-03-12,2025-03-20,6153.52,Pendente
2343,2195,2024-09-08,2024-12-10,1062.43,Atrasada
2344,873,2024-05-04,2024-11-15,6928.88,Atrasada
2345,1521,2023-08-11,2023-08-23,3185.34,Paga
2346,1734,2024-01-13,2024-07-06,9013.02,Atrasada
2347,3449,2023-08-27,2025-01-14,4901.2,Paga
2348,514,2024-07-18,2025-02-19,801.54,Pendente
2349,3657,2024-03-20,2025-01-22,3397.6,Pendente
2350,1296,2024-01-18,2025-01-30,7329.81,Paga
2351,260,2024-06-19,2024-12-15,7949.34,Pendente
2352,351,2023-06-27,2025-03-09,6302.75,Atrasada
2353,2303,2023-06-28,2024-12-15,8743.79,Pendente
2354,4240,2024-12-08,2024-12-22,6647.46,Paga
2355,254,2024-01-08,2024-08-10,825.52,Atrasada
2356,1248,2023-10-05,2024-10-21,4523.93,Pendente
2357,1121,2023-03-16,2024-10-14,8272.11,Atrasada
2358,2125,2023-11-28,2025-01-01,389.6,Atrasada
2359,4476,2024-08-16,2025-02-08,2430.09,Atrasada
2360,2898,2024-07-27,2024-07-30,9394.35,Pendente
2361,736,2023-12-10,2025-03-03,8091.52,Pendente
2362,4381,2024-01-03,2024-05-11,2907.9,Atrasada
2363,2511,2024-08-18,2025-02-28,5791.96,Atrasada
2364,3097,2024-12-17,2025-01-25,5195.82,Paga
2365,1500,2024-05-23,2024-06-30,2152.93,Atrasada
2366,1507,2024-07-24,2025-02-03,8800.31,Paga
2367,4322,2023-11-18,2024-09-29,4255.57,Paga
2368,291,2024-11-21,2025-02-16,2412.82,Paga
2369,404,2024-09-29,2025-03-01,3556.62,Atrasada
2370,993,2023-07-06,2024-05-09,2759.34,Atrasada
2371,3588,2023-06-06,2023-07-19,1288.97,Pendente
2372,4154,2024-12-19,2025-01-13,5889.18,Pendente
2373,613,2024-03-13,2024-03-27,2136.45,Paga
2374,4104,2024-03-24,2024-12-27,3663.18,Paga
2375,1875,2024-04-21,2024-07-22,3796.55,Paga
2376,4157,2024-05-31,2025-01-13,1911.35,Paga
2377,1230,2023-10-21,2024-06-17,8341.67,Paga
2378,2497,2024-04-03,2024-12-17,9762.96,Atrasada
2379,4646,2023-12-27,2025-03-21,3285.37,Atrasada
2380,3218,2023-07-26,2024-02-02,3555.26,Atrasada
2381,4823,2024-03-15,2024-10-12,9895.34,Pendente
2382,203,2024-05-12,2024-09-29,319.85,Atrasada
2383,4637,2024-09-27,2025-02-09,5581.76,Pendente
2384,982,2023-10-25,2023-12-26,4285.16,Paga
2385,4058,2024-11-07,2025-01-06,6622.18,Atrasada
2386,4720,2023-08-22,2023-10-23,4562.77,Paga
2387,1279,2024-10-25,2024-11-30,1345.68,Pendente
2388,4052,2023-03-16,2024-12-22,6577.41,Pendente
2389,2547,2025-01-02,2025-01-24,188.83,Atrasada
2390,2390,2023-05-07,2024-05-18,1650.51,Pendente
2391,2629,2024-03-18,2024-11-26,5829.46,Atrasada
2392,4053,2024-12-23,2025-01-28,2407.23,Paga
2393,3742,2024-04-18,2025-02-25,2568.45,Atrasada
2394,2132,2024-05-05,2024-12-29,6842.72,Atrasada
2395,954,2024-12-04,2025-02-15,6705.04,Pendente
2396,2020,2023-11-29,2024-01-22,7407.39,Pendente
2397,3819,2024-02-21,2024-12-20,445.23,Pendente
2398,4814,2024-08-17,2024-11-07,5437.39,Pendente
2399,2060,2023-07-30,2025-02-09,4092.11,Pendente
2400,4495,2025-01-12,2025-01-19,2185.57,Atrasada
2401,4409,2024-11-29,2025-03-09,9658.68,Atrasada
2402,725,2024-02-04,2025-01-16,6043.17,Atrasada
2403,4655,2024-04-17,2024-09-06,7251.21,Pendente
2404,1962,2024-02-08,2025-03-08,4774.99,Atrasada
2405,2253,2024-11-01,2024-11-16,4421.75,Pendente
2406,2888,2024-02-18,2024-04-12,9500.43,Atrasada
2407,3730,2023-12-28,2024-05-19,5797.64,Atrasada
2408,2106,2024-04-29,2025-01-04,7176.56,Atrasada
2409,1284,2024-09-24,2024-12-20,7665.42,Pendente
2410,2716,2024-09-25,2024-12-19,9469.05,Atrasada
2411,1804,2023-10-04,2023-11-23,3350.19,Atrasada
2412,879,2023-07-09,2025-01-11,7550.8,Paga
2413,2213,2023-04-18,2023-10-24,467.92,Pendente
2414,302,2023-07-27,2023-08-24,9687.21,Pendente
2415,4382,2024-04-25,2025-01-22,3196.06,Paga
2416,28,2024-03-30,2024-06-15,3212.91,Pendente
2417,1366,2023-07-16,2024-08-01,8542.19,Atrasada
2418,2341,2023-06-30,2024-05-21,7129.49,Pendente
2419,4787,2024-07-22,2024-10-23,9002.09,Paga
2420,2817,2024-07-29,2024-09-19,9332.41,Pendente
2421,2043,2024-11-12,2024-11-27,435.13,Pendente
2422,1291,2024-01-11,2024-11-14,8742.31,Pendente
2423,4763,2023-03-22,2024-07-15,7815.09,Atrasada
2424,2498,2024-04-20,2024-08-30,200.25,Paga
2425,3900,2024-06-01,2024-08-21,9351.91,Atrasada
2426,120,2023-07-07,2024-01-09,7195.15,Paga
2427,1090,2024-08-08,2024-08-17,4049.82,Paga
2428,997,2023-05-20,2023-06-24,8314.75,Atrasada
2429,1954,2023-06-02,2024-12-12,1076.99,Atrasada
2430,3014,2025-02-04,2025-02-25,3050.99,Paga
2431,1528,2023-03-12,2024-02-04,4392.26,Paga
2432,1451,2024-07-04,2025-02-19,3506.71,Pendente
2433,884,2023-11-14,2024-01-07,9739.65,Paga
2434,762,2023-10-26,2024-09-14,2559.84,Paga
2435,4557,2024-08-16,2024-10-15,1398.29,Atrasada
2436,2475,2023-04-26,2025-03-09,3544.61,Atrasada
2437,780,2024-01-25,2024-11-24,296.66,Paga
2438,2361,2024-12-14,2025-02-03,4763.35,Pendente
2439,878,2023-09-21,2023-10-12,7618.59,Pendente
2440,4888,2024-02-28,2024-08-07,6567.29,Paga
2441,1318,2023-03-31,2024-10-02,9418.49,Atrasada
2442,3061,2024-04-30,2025-03-21,4015.87,Paga
2443,677,2024-01-07,2024-05-01,3652.32,Atrasada
2444,3509,2024-11-13,2025-02-27,8997.14,Pendente
2445,3777,2023-09-18,2024-09-03,4486.74,Pendente
2446,1542,2024-08-05,2025-02-10,5320.03,Pendente
2447,4950,2024-01-29,2024-07-17,4674.08,Pendente
2448,1006,2023-06-01,2024-09-14,7277.38,Atrasada
2449,1117,2023-08-11,2024-11-02,116.91,Pendente
2450,2940,2024-03-12,2024-08-16,5197.77,Atrasada
2451,4195,2023-05-27,2023-12-03,6779.39,Atrasada
2452,2858,2024-01-06,2024-07-30,794.39,Atrasada
2453,2290,2024-05-02,2024-10-16,8556.78,Paga
2454,2454,2024-09-10,2024-10-08,3441.67,Paga
2455,240,2023-07-22,2023-09-06,549.07,Paga
2456,114,2024-06-01,2024-11-01,4040.62,Paga
2457,624,2024-03-29,2024-05-13,1639.25,Atrasada
2458,2896,2023-12-28,2024-11-06,1198.88,Paga
2459,2255,2024-06-15,2024-08-07,5669.92,Atrasada
2460,2222,2024-04-08,2024-06-20,5792.01,Atrasada
2461,2536,2024-08-19,2024-11-13,3150.32,Atrasada
2462,222,2024-07-10,2025-01-25,6219.8,Paga
2463,1444,2023-07-21,2024-08-08,7286.27,Paga
2464,3896,2023-09-06,2024-02-24,3017.11,Paga
2465,1096,2024-01-06,2024-11-19,1008.37,Paga
2466,1779,2024-12-24,2025-01-05,1747.3,Pendente
2467,2335,2024-03-12,2024-10-07,1328.78,Pendente
2468,564,2023-11-05,2024-11-27,8956.36,Atrasada
2469,721,2023-10-18,2023-11-21,8143.43,Pendente
2470,3658,2023-05-04,2024-03-01,4199.15,Paga
2471,4411,2024-11-16,2025-02-19,9367.92,Pendente
2472,2282,2025-01-03,2025-02-18,2827.01,Pendente
2473,2470,2024-08-14,2025-01-31,976.74,Paga
2474,3911,2025-01-30,2025-02-19,8650.35,Pendente
2475,2800,2024-12-20,2025-03-05,1924.24,Paga
2476,3774,2024-03-27,2025-02-25,8183.63,Pendente
2477,2353,2024-09-26,2024-12-02,9763.82,Paga
2478,2841,2023-07-19,2024-01-24,3903.28,Pendente
2479,1525,2023-06-11,2024-07-17,5005.02,Atrasada
2480,1097,2024-01-12,2025-03-18,3709.01,Paga
2481,4436,2024-09-27,2024-10-01,2010.31,Paga
2482,4457,2023-05-25,2024-11-05,8559.93,Atrasada
2483,632,2023-06-13,2023-09-19,2713.48,Pendente
2484,3765,2025-02-19,2025-03-25,9054.17,Pendente
2485,726,2023-04-10,2023-10-20,3632.47,Paga
2486,4414,2025-01-24,2025-02-24,1400.73,Pendente
2487,2951,2024-07-12,2024-12-19,4284.9,Pendente
2488,3104,2025-01-26,2025-03-03,3985.29,Paga
2489,1810,2023-12-12,2025-03-01,3220.75,Paga
2490,2565,2024-03-10,2024-09-20,5387.0,Paga
2491,3021,2023-08-27,2025-01-10,1909.39,Atrasada
2492,3764,2024-01-09,2025-03-18,9945.65,Atrasada
2493,3075,2023-09-01,2024-01-12,4024.23,Atrasada
2494,2617,2025-01-06,2025-01-06,703.51,Paga
2495,2407,2024-08-27,2025-01-24,8502.56,Atrasada
2496,3819,2023-10-03,2024-10-15,1792.2,Pendente
